"talent_desc_2306_1","During [Fatal Current], inflict [Chain Lightning] with -2 bounces on a random enemy within 20m every 1s.","Während [Tödlicher Strom] wird alle 1s [Kettenblitz] mit -2 Überspringer auf einen zufälligen Gegner im Umkreis von 20 Metern gewirkt."
"talent_desc_2306_2","During [Fatal Current], inflict [Chain Lightning] with -1 bounces on a random enemy within 20m every 0.85s.","Während [Tödlicher Strom] wird alle 0,85s [Kettenblitz] mit -1 Überspringer auf einen zufälligen Gegner im Umkreis von 20 Metern gewirkt."
"talent_desc_2306_3","During [Fatal Current], inflicts [Chain Lightning] without any bounce penalty on a random enemy within 20m every 0.7s. Recovers 1s duration of current [Fatal Current] every time you kill an enemy within the duration.","Während [Tödlicher Strom] wird alle 0,7s [Kettenblitz] auf einen zufälligen Gegner im Umkreis von 20 Metern gewirkt, jeder dadurch getötete Gegner verlängert [Tödlicher Strom] um 1s."
"talent_desc_2307_1","Each stack of [Thunder Turbo] grants +5% weapon and skill DMG (up to 8 stacks). Gain 1 stack after killing an enemy with Crit DMG, or gain 2 after a shot during [Fatal current] that kills an enemy. Lose all stacks when Shield breaks.","Eine Eliminierung mit einem kritischen Treffer gibt dir 1 Stapel [Donnerturbo], eine Eliminierung während [Tödlicher Strom] gibt 2 Stapel. Für jeden Stapel [Donnerturbo] +5% Waffen- und Fähigkeitenschaden (bis zu 8 Stapel). Verlierst du deinen kompletten Schild gehen alle Stapel verloren."
"talent_desc_2307_2","Each stack of [Thunder Turbo] grants +10% weapon and skill DMG (up to 8 stacks). Gain 1 stack after killing an enemy with Crit DMG, or gain 2 after a shot during [Fatal current] that kills an enemy. Lose all stacks when Shield breaks.","Eine Eliminierung mit einem kritischen Treffer gibt dir 1 Stapel [Donnerturbo], eine Eliminierung während [Tödlicher Strom] gibt 2 Stapel. Für jeden Stapel [Donnerturbo] +10% Waffen- und Fähigkeitenschaden (bis zu 8 Stapel). Verlierst du deinen kompletten Schild gehen alle Stapel verloren."
"talent_desc_2307_3","Each stack of [Thunder Turbo] grants +15% weapon and skill DMG and +5% Crit DMG (up to 8 stacks). Gain 1 stack after killing an enemy with Crit DMG, or gain 2 after a shot during [Fatal current] that kills an enemy. Lose 50% of the stacks when Shield breaks.","Eine Eliminierung mit einem kritischen Treffer gibt dir 1 Stapel [Donnerturbo], eine Eliminierung während [Tödlicher Strom] gibt 2 Stapel. Für jeden Stapel [Donnerturbo] +15% Waffen- und Fähigkeitenschaden (bis zu 8 Stapel). Verlierst du deinen kompletten Schild gehen 50% der  Stapel verloren."
"talent_desc_2308_1","+150% damage to your first shot during [Fatal Current].","+150% Schaden für den ersten Schuss während [Tödlicher Strom]."
"talent_desc_2308_2","+225% damage to your first shot during [Fatal Current].","+225% Schaden für den ersten Schuss während [Tödlicher Strom]."
"talent_desc_2308_3","+300% damage to your first shot during [Fatal Current].","+300% Schaden für den ersten Schuss während [Tödlicher Strom]."
"talent_desc_2309_1","Every Crit has a chance to trigger [Chain Lightning] (Higher CritX increases the chance, only one trigger per second.).","Jeder kritische Treffer hat eine Chance [Kettenblitz] auszzulösen (Chance hängt von Krit. Multiplikator ab, löst max. 1x pro Sekunde aus)"
"talent_desc_2310_1|talent_desc_5413_1","+30% weapon DMG and skill DMG if there is no enemy within 10m","+30% Waffen- und Fähigkeitenschaden, wenn im Umkreis von 10 Metern kein Gegner ist."
"talent_desc_2310_2|talent_desc_5413_2","+60% weapon DMG and skill DMG if there is no enemy within 10m","+60% Waffen- und Fähigkeitenschaden, wenn im Umkreis von 10 Metern kein Gegner ist."
"talent_desc_2310_3|talent_desc_2319_3|talent_desc_5413_3","+100% weapon DMG and skill DMG if there is no enemy within 5m","+100% Waffen- und Fähigkeitenschaden, wenn im Umkreis von 5 Metern kein Gegner ist."
"talent_desc_2311_1|talent_desc_5414_1","Crit Hit will make the enemy take +10% total Crit DMG (if weapon's CritX is no less than 4x, +20% total Crit DMG instead) for 3s.","Durch kritischer Treffer getroffene Gegner erhalten +10% (+20% wenn Krit. Multiplikator ≥ 4) kritischen Schaden für 3s."
"talent_desc_2311_2|talent_desc_5414_2","Crit Hit will make the enemy take +15% total Crit DMG (if weapon's CritX is no less than 4x, +30% total Crit DMG instead) for 4s.","Durch kritischer Treffer getroffene Gegner erhalten +15% (+30% wenn Krit. Multiplikator ≥ 4) kritischen Schaden für 4s."
"talent_desc_2311_3|talent_desc_5414_3","Crit Hit will make the enemy take +40% total Crit DMG for 5s.","Durch kritischer Treffer getroffene Gegner erhalten +40% kritischen Schaden für 5s."
"talent_desc_2312_1","+3s [Fatal Current] duration, and grants an additional +50% Skill DMG. While [Fatal Current] is active, every time you trigger a Shock effect, you will summon a thunderbolt to strike the affected enemy.","+3s Dauer von [Tödlicher Strom], außerdem erhältst du +50% Fähigkeitenschaden. Solange [Tödlicher Strom] aktiv ist wird jedes Mal, wenn du einen Schockeffekt auslöst, ein Blitz auf den betroffenen Gegner beschworen."
"talent_desc_2313_1","+100% [Chain Lightning] Damage","+100% [Kettenblitz]-Schaden"
"talent_desc_2313_2","+200% [Chain Lightning] Damage","+200% [Kettenblitz]-Schaden"
"talent_desc_2313_3","+300% [Chain Lightning] Damage. After the bounce(s) ends, it would bounce back to the initial target and deal extra damage based on total number of bounce(s)","+300% [Kettenblitz]-Schaden.\nNach dem letzten Überspringer springt er zurück zum ersten Ziel und fügt diesem zusätzlichen Schaden basierend auf der Gesamtanzahl an Überspringern zu."
"talent_desc_2314_1","[Chain Lightning] connects all targets hit and complete a circuit, dealing 40% damage of your next shot to all connected targets. (resets on next [Chain Lightning] cast).","[Kettenblitz] verbindet alle getroffenen Ziele und schließt einen Stromkreis. Der nächste Schuss fügt 40% des Schadens allen verbundenen Zielen zu. Beim erneuten Einsatz von [Kettenblitz] werden besethende Verbindungen aufgehoben."
"talent_desc_2314_2","[Chain Lightning] connects all targets hit and complete a circuit, dealing 70% damage of your next shot to all connected targets. (resets on next [Chain Lightning] cast).","[Kettenblitz] verbindet alle getroffenen Ziele und schließt einen Stromkreis. Der nächste Schuss fügt 70% des Schadens allen verbundenen Zielen zu. Beim erneuten Einsatz von [Kettenblitz] werden besethende Verbindungen aufgehoben."
"talent_desc_2314_3","[Chain Lightning] connects all targets hit and complete a circuit, dealing 100% damage of your next shot to all connected targets.","[Kettenblitz] verbindet alle getroffenen Ziele und schließt einen Stromkreis. Der nächste Schuss fügt 100% des Schadens allen verbundenen Zielen zu. Kann mehrere Stromkreise mit dem erneuten Einsatz von [Kettenblitz] erzeugen."
"talent_desc_2315_1","+20% DMG for next shot or skill for every damage dealt from [Chain Lightning] (Up to 60%)","+20% Waffen-/Fähigkeitsschaden für den nächsten Schuss/Fähigkeit für jeden durch [Kettenblitz] erzeugten Schaden (bis zu 60%)."
"talent_desc_2315_2","+30% DMG for next shot or skill for every damage dealt from [Chain Lightning] (Up to 90%)","+30% Waffen-/Fähigkeitsschaden für den nächsten Schuss/Fähigkeit für jeden durch [Kettenblitz] erzeugten Schaden (bis zu 90%)."
"talent_desc_2315_3","+40% DMG for next shot or skill for every damage dealt from [Chain Lightning] (Up to 200%)","+40% Waffen-/Fähigkeitsschaden für den nächsten Schuss/Fähigkeit für jeden durch [Kettenblitz] erzeugten Schaden (bis zu 200%)."
"talent_desc_2316_1","+2 bounce and +2 max capacity for [Chain Lightning]","+2 Überspringer und +2 max. Kapazität für [Kettenblitz]."
"talent_desc_2316_2","+3 bounce and +4 max capacity for [Chain Lightning]","+3 Überspringer und +4 max. Kapazität für [Kettenblitz]."
"talent_desc_2316_3","+4 bounce and +6 max capacity for [Chain Lightning]. If [Chain Lightning] causes shock effect, players get 1 more usage immediately","+4 Überspringer und +6 max. Kapazität für [Kettenblitz]. Wenn [Kettenblitz] Schockeffekt verursacht, wird 1 Verwendung wiederhergestellt."
"talent_desc_2317_1","Gain +20 max Shield for 5s after [Chain Lightning] deals damage, and recharge 6 Shield for each [Chain Lightning] hit.","+20 max. Schild für 5s wenn [Kettenblitz] Schaden verursacht. Jeder Treffer von [Kettenblitz] lädt 6 Schild auf."
"talent_desc_2318_1|talent_desc_5415_1","When you hit an enemy with a sniper, each follow-up shot to the same target deals +15% DMG. (Up to +60%)","Wiederhohlte Schadenstreffer auf einen Gegner mit einem Scharfschützengewehr machen +15% Waffenschaden (max. +60%)"
"talent_desc_2318_2|talent_desc_5415_2","When you hit an enemy with a sniper, each follow-up shot to the same target deals +25% DMG. (Up to +100%)","Wiederhohlte Schadenstreffer auf einen Gegner mit einem Scharfschützengewehr machen +25% Waffenschaden (max. +100%)"
"talent_desc_2318_3|talent_desc_5415_3","When you hit an enemy with a sniper, each follow-up shot to the same target deals +50% DMG. (Up to +150%)","Wiederhohlte Schadenstreffer auf einen Gegner mit einem Scharfschützengewehr machen +50% Waffenschaden (max. +150%)"
"sublime_name_6641","Sniper","Scharfschütze"
"sublime_name_6642","Gifted Man","Begabter Mann"
"sublime_name_6643","Thunderborn","Donnerkind"
"sublime_name_6644","Re-Energized","Aufgefrischt"
"sublime_name_6645","Surging Crit","Kritischer Sturm"
"sublime_lvdesc_6641_1|sublime_desc_6641","Elite monsters/bosses will drop an extra sniper rifle","Elitegegner/Bosse hinterlassen ein zusätzliches Scharfschützengewehr."
"sublime_lvdesc_6642_1|sublime_desc_6642","You can choose a random extra talent after starting the adventure","Du kannst nach Beginn des Abenteuers ein beliebiges zusätzliches Talent auswählen."
"sublime_lvdesc_6643_1|sublime_desc_6643","[Fatal Current] lasts for 1 more second, and -2 seconds cooldown time","[Tödlicher Strom] hält 1s länger, -2s Abklingzeit."
"sublime_lvdesc_6644_1|sublime_desc_6644","When your shield is broken, restore 50% of your [Chain Lightning] uses","Sobald dein Schild zerstört wurde, regenerierst du 50% deiner max. sekundären Fähigkeit."
"sublime_lvdesc_6645_1|sublime_desc_6645","When using a sniper rifle but not causing a crit hit, there is a 50% chance of triggering a Crit Hit with 70% weapon CritX.","Erzielst du mit einem Scharfschützengewehr einen nicht-kritischen Treffer, wird er zu 50% zu einem kritischer Treffer mit 70% des Krit. Multiplikator."
"talent_desc_2317_2","Gain +30 max Shield for 6s after [Chain Lightning] deals damage, and recharge 8 Shield for each [Chain Lightning] hit.","+30 max. Schild für 6s wenn [Kettenblitz] Schaden verursacht. Jeder Treffer von [Kettenblitz] lädt 8 Schild auf."
"talent_desc_2317_3","Gain +40 max Shield for 8s after [Chain Lightning] deals damage, and recharge 10 Shield for each [Chain Lightning] hit.","+40 max. Schild für 8s wenn [Kettenblitz] Schaden verursacht. Jeder Treffer von [Kettenblitz] lädt 10 Schild auf."
"careerpf_name_1305","Fatal Current","Tödlicher Strom"
"careerpf_desc_1305","Activate the electric current hidden in Lei Luo's tattoos, granting +30% Movement Speed and +50% Skill DMG for {0}s. <br><br><color=#E0C480> During this period, each shot that hits an enemy will trigger [Fatal current] </color>, +100% DMG and summoning a [Thunderbolt] dealing {1} Lightning DMG, then the skill ends.","Aktiviere die Blitzrunen in Lei Luo's Tattoos, um den Strom zu verstärken, und erhalte +30% Bewegungsgeschwindigkeit und +50% Fähigkeitsschaden für {0} Sekunden.<br><br><color=#E0C480>In dieser Zeit löst jeder Treffer auf einen Gegener [Tödlicher Strom]</color> aus, was den Schaden um +100% erhöht und den Gegner mit einem Blitz mit {1} Blitzschaden trifft. Anschließend endet die Fähigkeit."
"commonnotify_desc_9229","<sprite name=Lock> Need to activate the talent<b>“Arms Support”</b>","<sprite name=Lock> Du benötigst hierfür das Talent <b>[Bewaffnete Unterstützung]</b>"
"inscription_desc_4944","Upon firing, +40% Elemental Effect Chance per second (Up to 400%) and +4% base Weapon DMG per second (Up to 40%). Resets when the charge is depleted.","Beim Schießem: +40% Elementareffektchance pro Sekunde (bis zu 400%) und +4% Grundwaffenschaden pro Sekunde (bis zu 40%). Setzt sich zurück, wenn die Ladung aufgebraucht ist."
"inscription_desc_4945","Hits on bleeding enemy will increase total DMG by 50%.","Treffer auf blutenden Gegnern verursachen +50% Schaden."
"inscription_desc_4946","The farther the enemy you hit, the higher the bleeding damage.","Je weiter der getroffene Gegner entfernt ist, desto höher ist der Blutungsschaden."
"inscription_desc_4947","The lightning ball will automatically detonate and trigger 2 explosions when there are multiple enemies within the attack range.","Die Blitzkugel detoniert automatisch und löst 2 Explosionen aus, wenn sich mehrere Gegner innerhalb der Angriffsreichweite befinden."
"relic_name_5810|suit_item_15030_5|suit_item_15037_3|seasonsuit_item_15030_5|seasonsuit_item_15037_3|monsterrelic_name_25810","Extra Surprise","Zusätzliche Überraschung"
"relic_name_5812|suit_item_15011_4|suit_item_15021_2|seasonsuit_item_15021_2|monsterrelic_name_25812","Energy Storage","Energiespeicher"
"relic_name_5813|state_name_1234|state_name_1411|suit_item_15031_2|suit_item_15037_4|seasonsuit_item_15031_2|seasonsuit_item_15037_4|monsterrelic_name_25813|suit_item_15302_5|seasonsuit_item_15226_5","Energy Sandals","Energiesandalen"
"relic_name_5814|state_name_1235|state_name_1412|suit_item_15031_3|suit_item_15037_5|seasonsuit_item_15031_3|seasonsuit_item_15037_5|monsterrelic_name_25814","Skill Booster","Fähigkeitenbooster"
"relic_name_5811|state_name_1410|suit_item_15037_2|suit_item_15082_2|seasonsuit_item_15037_2|seasonsuit_item_15082_2|monsterrelic_name_25811|suit_item_15307_3|seasonsuit_item_15221_3","Capacity Overdraft","Kapazität ausgeschöpft"
"throw_name_1412","Chain Lightning","Kettenblitz"
"throw_desc_1412","Launch a bolt of lightning, dealing {0} Lightning DMG. It will <color=#E0C480>bounce to another nearby enemy aftering hitting one, up to 2 times.</color>","Schieße einen Blitz auf den Gegner, welcher {0} Blitzschaden verursacht und <color=#E0C480>nach einem Treffer auf einen anderen Gegner in der Nähe überspringt, bis zu 2 Mal.</color>"
"monstergallery_desc_3284","Rare individuals among Arrogant Lobsters, which can launch continuous attacks through their claws.","Seltene Individuen unter den arroganten Hummern, die mit ihren Klauen fortlaufende Angriffe durchführen können."
"monstergallery_desc_3909","Made with the essence of the mountains as its core, this giant puppet possesses a peculiar ability to control earth and rocks.","Die riesige Figur besteht aus der Essenz von Bergen und verleiht ihr die Fähigkeit, über Erde und Steine zu herrschen."
"roomchallenge_desc_3001_1062|roomchallenge_desc_3020_1062|roomchallenge_desc_3008_1062","Stone Monsters show up, don't shoot them!","Es erscheinen Steinmonster, nicht auf sie schießen!"
"roomchallenge_desc_3001_1063|roomchallenge_desc_3020_1063|roomchallenge_desc_3008_1063","1063","1063"
"roomchallenge_desc_3001_1064|roomchallenge_desc_3020_1064|roomchallenge_desc_3008_1064","1064","1064"
"roomchallenge_windesc_3001_1062|roomchallenge_windesc_3020_1062|roomchallenge_windesc_3008_1062","Stone Monsters show up, don't shoot them!","Es erscheinen Steinmonster, nicht auf sie schießen!"
"roomchallenge_windesc_3001_1063|roomchallenge_windesc_3020_1063|roomchallenge_windesc_3008_1063","1063","1063"
"roomchallenge_windesc_3001_1064|roomchallenge_windesc_3020_1064|roomchallenge_windesc_3008_1064","1064","1064"
"roomchallenge_losedesc_3001_1062|roomchallenge_losedesc_3020_1062|roomchallenge_losedesc_3008_1062","Stone Monsters show up, don't shoot them!","Es erscheinen Steinmonster, nicht auf sie schießen!"
"roomchallenge_losedesc_3001_1063|roomchallenge_losedesc_3001_1064|roomchallenge_losedesc_3020_1063|roomchallenge_losedesc_3020_1064|roomchallenge_losedesc_3008_1063|roomchallenge_losedesc_3008_1064","Elite Lobster appears!","Ein Elite-Hummer erscheint!"
"coursewindows_name_2014|coursewindows_name_2016|coursewindows_name_2021","New Random BOSS Unlocked","Neuer zufälliger Boss freigeschaltet"
"coursewindows_desc_2014","As you explore further, Golem awakens! You may encounter Golem at the Eternal Palace.","Während du voranschreitest, erwacht der Golem! Du triffst den Golem im Ewigen Palast."
"commonnotify_desc_6020","Choose One Enhancement！","Wähle eine Verbesserung!"
"relic_name_5815|state_name_1238|state_name_1484|suit_item_15039_3|seasonsuit_item_15039_3|monsterrelic_name_25815","Lone Ranger","Einsamer Reiter"
"relic_name_5816|suit_item_15010_3|suit_item_15039_4|seasonsuit_item_15039_4|monsterrelic_name_25816","Dormant Bullet","Schlafende Kugel"
"model_desc_3142","The Elite Hermit is capable of throwing out landmines which detonate a few seconds after being triggered. The Desert Coyotes that they summon will also drop a landmine upon killed. Its weapon can be fired several times in quick succession, so do not drop your guard after a shot.","Pass gut auf und hüte dich vor Hinterhalten durch den Elite-Banditen-Eremit und die Minen, die dieser wirft. Konzentriere dich darauf, die Kojoten abzuwehren, die dieser herbeiruft."
"commonnotify_desc_2300","Total Damage: {0}({1}%)","Gesamter Schaden: {0}({1}%)"
"commonnotify_desc_2301","Crit Rate: {0}%","Kritischer-Treffer-Rate: {0}%"
"commonnotify_desc_2302","Element Effects Triggered: {0}","Ausgelöste Elementareffekte: {0}"
"commonnotify_desc_2303|clientsg_name_1061","Daily Challenge","Tägliche Herausforderungen"
"commonnotify_desc_2305","Short and exciting gameplay with randomly refreshed themes every day.","Kurzweiliger und spannender Spielspaß mit täglich zufällig wechselnden Designs."
"commonnotify_desc_2306|unlock_unlockdesc_1500","Talent reaches Lv. 35.","Talent erreicht St. 35."
"commonnotify_desc_2307","35/35","35/35"
"commonnotify_desc_2308","Reach Talent Level 35 to unlock","Erreiche Talent-Level 35 zum Freischalten"
"commonnotify_desc_2309","Connecting to the server","Verbinden"
"commonnotify_desc_2310","Unplayable in team mode","Nicht im Teammodus spielbar"
"commonnotify_desc_2311","Max Capacity: {0}","Max. Kapazität: {0}"
"commonnotify_desc_2312","You lost ","Du verlierst "
"commonnotify_desc_2313","You obtain ","Du erhältst "
"commonnotify_desc_2314","You have obtained ","Du erhältst "
"commonnotify_desc_2315","Remaining time：{0}","Verbleibende Zeit: {0}"
"commonnotify_desc_3135","You destroyed $reward!","Du hast $reward zerstört!"
"commonnotify_desc_7218","<font=""NotoSerifSC-Black SDF""><color=#AD975E>Sell a scroll</color></font><space=0.5em>","<font=""NotoSerifSC-Black SDF""><color=#AD975E>Schriftrolle verkaufen</color></font><space=0.5em>"
"commonnotify_desc_7219","<font=""NotoSerifSC-Black SDF""><color=#AD975E>Destroy a scroll</color></font><space=0.5em>","<font=""NotoSerifSC-Black SDF""><color=#AD975E>Schriftrolle zerstören</color></font><space=0.5em>"
"commonnotify_desc_7220","Select an occult scroll to destroy","Wähle eine magische Schriftrolle, die zerstört werden soll"
"commonnotify_desc_7221","Obtain a random <color=#FF8500>legendary scroll</color=#FF8500> or <color=#CC0000>cursed scroll</color=#CC0000>","Erhalte eine zufällige <color=#FF8500>legendäre</color=#FF8500> oder eine <color=#CC0000>verfluchte Schriftrolle</color=#CC0000>"
"commonnotify_desc_7222","Everyone has something useless, so why not get rid of it?","Jeder besitzt etwas Unnötiges, warum sollte man es also nicht loswerden?"
"monster_name_3001_31421|monster_name_3008_31421|monstergallerycls_name_4013|monstergallery_name_3142|monster_name_3001_31422|monster_name_3020_31421|monster_name_3020_31422","Elite Hermit","Elite-Eremit"
"build_name_3001_1163|build_name_3008_1163|roomchallenge_name_3001_1057|roomchallenge_name_3001_1084|roomchallenge_name_3020_1057|roomchallenge_name_3020_1084|roomchallenge_name_3008_1057|roomchallenge_name_3001_1142","Quicksand Trap","Treibsandfalle"
"roomchallenge_desc_3001_1065|roomchallenge_desc_3020_1065|roomchallenge_desc_3008_1065","1065","1065"
"roomchallenge_desc_3001_1066|roomchallenge_desc_3020_1066|roomchallenge_desc_3008_1066","1066","1066"
"roomchallenge_windesc_3001_1065|roomchallenge_windesc_3020_1065|roomchallenge_windesc_3008_1065","1065","1065"
"roomchallenge_windesc_3001_1066|roomchallenge_windesc_3020_1066|roomchallenge_windesc_3008_1066","1066","1066"
"roomchallenge_losedesc_3001_1065|roomchallenge_losedesc_3001_1066|roomchallenge_losedesc_3020_1065|roomchallenge_losedesc_3020_1066|roomchallenge_losedesc_3008_1065|roomchallenge_losedesc_3008_1066","Elite Hermit appears!","Elite-Eremit erscheint!"
"monstergallery_desc_3142","A leader among bandits that likes to summon coyotes to attack passing caravans.","Ein Anführer unter den Banditen beschwört oft Kojoten, um vorbeiziehende Karawanen anzugreifen."
"commonnotify_desc_7223|clientsg_button_1078_1|clientsg_button_1079_1|clientsg_button_1085_1|clientsg_button_1118_1|clientsg_name_1129|clientsg_button_1129_1|clientsg_name_1136|clientsg_button_1136_1","Save","Speichern"
"commonnotify_desc_7224","In Use","Verwendet"
"commonnotify_desc_7225","Locked","Gesperrt"
"frame_name_1001|frame_desc_1001","Default Frame","Standardrahmen"
"frame_name_1002","Million Treasure","Millionenschatz"
"frame_desc_1002","Exclusive frame for celebrating 1 million copies sold","Exklusiver Rahmen für 1 Million verkaufte Kopien"
"commonnotify_desc_7226","In Use","Verwendet"
"inscription_desc_4948","All split arrows will go after the same target","Alle Pfeile treffen in dasselbe Ziel."
"weapon_name_1409","Deafening Mortar","Betäubender Mörser"
"weapon_desc_1409","Fire a series of explosive barrages at close range.\n<sprite name=icon_wpskill>Fire three mortar shells after a brief charge.","Feuert eine Serie explosiver Salven auf nahe Bereiche ab.\n<sprite name=icon_wpskill>Feuert nach kurzer Ladung drei Mörsergeschosse ab."
"shopitem_desc_1010","A mysterious bun filled with an unknown filling. Recovers 100% HP.","Ein magisches Brötchen mit einer unbekannten Füllung. Regeneriert 100% LP."
"relic_name_5817|suit_item_15009_5|suit_item_15086_4|seasonsuit_item_15086_4|monsterrelic_name_25817","Bullet Light","Kugellicht"
"relic_name_5818|suit_item_15016_3|relictalent_name_50007|state_name_33018|monsterrelic_name_25818","Thunder Step","Donnerschritt"
"relic_name_5819|state_name_1268|state_name_1413|suit_item_15015_4|suit_item_15042_4|seasonsuit_item_15042_4|seasonsuit_item_15207_4|monsterrelic_name_25819","Tactical Reload","Taktisches Nachladen"
"relic_name_5820|suit_item_15050_1|monsterrelic_name_25820","Explosive Bullets","Explosive Kugeln"
"relic_name_5821|state_name_1267|state_name_1414|suit_item_15049_2|monsterrelic_name_25821","Resilient Life","Unverwüstliches Leben"
"state_name_1060|state_name_1202","DMG immunity","Schadenimmunität"
"state_name_1082|state_name_1083|state_name_1085|state_name_1095|state_name_1162|state_name_1281|state_name_1283|clientstate_name_1005|state_name_33082","Inscriptions","Inschriften"
"state_name_1084|clientstate_name_1004","Inscriptions (Counting)","Inschriften (Zähler)"
"state_name_1093|state_name_1366","Mystic Mirror: Yin","Mystischer Spiegel: Yin"
"state_name_1094|state_name_1367","Mystic Mirror: Yang","Mystischer Spiegel: Yang"
"state_name_1096","Elemental Cube: Fire","Elementarwürfel: Feuer"
"state_name_1097","Elemental Cube: Lightning","Elementarwürfel: Blitz"
"state_name_1098","Elemental Cube: Corrosion","Elementarwürfel: Korrosion"
"state_name_1121|state_name_1382","Arms Dealer (Counting)","Waffenhändler (Zähler)"
"state_name_1125","Dual Battle Soul","Doppelte Kampfseele"
"state_name_1126|state_name_1580","Advanced Dual-Wielding","Verbessertes Akimbo"
"state_name_1191|state_name_1351","Windrider (Counting)","Windreiter (Zähler)"
"state_name_1205|state_name_1211","Deceleration state","Verlangsamung"
"state_name_1241|state_name_1260|playtheme_name_2200_1005","Vlad's Dream","Vlads Traum"
"state_name_1245|playtheme_name_2200_1002|state_name_1542|state_name_1587|state_name_1588","Resurgency","Wiederbelebung"
"state_name_1251|state_name_1257|playtheme_name_2200_1006","Unpredictable Fortune","Unvorhersehbares Glück"
"state_name_1262|state_name_1249|playtheme_name_2200_1003|state_name_1433","Unavoidable Confrontation","Unvermeidliche Konfrontation"
"state_name_7916|state_name_7920","Immobile state","Bewegungslosigkeit"
"state_name_20026","Burning Effect","Brandeffekt"
"state_name_20027","Decay Effect","Verfallseffekt"
"state_name_20028","Shock Effect","Schockeffekt"
"state_name_32203|state_name_32228|talent_name_2223|state_name_32834|state_name_32835","Fully Equipped","Höherer Schaden durch stärkeren Schild"
"state_name_32210|state_name_32219|state_name_32220|suit_item_15026_1|talent_name_2228|state_name_32844|seasonsuit_item_15026_1","Nova Shockwave","Nova-Entfesselung"
"state_name_32225|state_name_32226|suit_item_15055_4|talent_name_2221|state_name_32831|state_name_32832|seasonsuit_item_15055_4","Iron Scud","Rüstungsverbesserung"
"state_name_32230|state_name_32218|suit_item_15056_5|talent_name_2224|talent_name_5425|state_name_32240|seasonsuit_item_15056_5","Last Stand","Letztes Gefecht"
"state_name_32231|state_name_32232|suit_item_15056_3|talent_name_2225|state_name_32846|state_name_32847|state_name_32848|talent_name_5412|seasonsuit_item_15056_3","Victory Rush","Zielsprint"
"state_name_32234|talent_name_2226|state_name_32837","Death Mark","Todesmarkierung"
"state_desc_1060_1","Immune to normal DMG","Immun gegen normalen Schaden"
"state_desc_1076_1","+(lvl*80)% weapon DMG on the 6th shot","+(lvl*80)% Waffenschaden beim 6. Schuss"
"state_desc_1078_1|state_desc_1283_1|state_desc_1330_1|state_desc_1331_1|state_desc_1529_1|state_desc_1554_1|task_buff_1208_1","+50% weapon DMG","+50% Waffenschaden"
"state_desc_1079_1","HP is fixed at 1, and recover 50% HP and Shield/Armor after defeating enemies","HP sind auf 1 fixiert, nach dem Besiegen eines Gegners wird 50% HP und Schild/Rüstung regeneriert."
"state_desc_1080_1|state_desc_1082_1|state_desc_1095_1","+(n*10%) weapon DMG","+(n*10%) Waffenschaden"
"state_desc_1083_1","+(n*50%) Elemental Effect Chance","+(n*50%) Elementareffektchance"
"state_desc_1084_1","Trigger the effect after all three bursts hit weakspots","Der Effekt wird ausgelöst, nachdem alle drei Salven Schwachstellen getroffen haben."
"state_desc_1085_1","+50% CritX, and all hits must become Crit Hit","+50% Krit. Multiplikator und alle Treffer werden zu kritischen Treffern."
"state_desc_1093_1|state_desc_1366_1|talent_briefdesc_2704_2","+20% DMG Resistance.","+20% Schadensresistenz."
"state_desc_1094_1|state_desc_1126_1|state_desc_1128_1|state_desc_1367_1|state_desc_1695_1|state_desc_1893_1","+50% DMG","+50% Schaden"
"state_desc_1096_1","+50% Fire DMG","+50% Feuerschaden"
"state_desc_1097_1","+50% Lightning DMG","+50% Blitzschaden "
"state_desc_1098_1","+50% Corrosion DMG","+50% Korrosionsschaden"
"state_desc_1099_1|state_desc_1161_1","+(n*1%) DMG, and -(n*0.2%) DMG Resistance.","+(n*1%) Schaden und -(n*0.2%) Schadensresistenz."
"state_desc_1100_1","Shots always trigger elemental effect","Schüsse lösen immer einen Elementareffekt aus"
"state_desc_1101_1|state_desc_1365_1","+(n*15%) Elemental DMG","+(n*15%) Elementarschaden "
"state_desc_1103_1","Shots always trigger crits","Schüsse lösen immer einen kritischen Treffer aus"
"state_desc_1107_1|state_desc_8067_1","Movement speed +25%","+25% Bewegungsgeschwindigkeit"
"state_desc_1108_1|state_desc_1369_1|state_desc_1370_1","+50% Movement speed, +50% DMG Dealt","+50 % Bewegungsgeschwindigkeit, +50 % verursachter Schaden"
"state_desc_1109_1","+(n*5%) Elemental DMG","+(n*5%) Elementarschaden"
"state_desc_1121_1","Effect is triggered after consuming 100 ammo","Der Effekt wird ausgelöst, sobald 100 Munition verbraucht wurden"
"state_desc_1122_1","+30% Weapon and skill DMG, and +10% DMG Resistance.","+30% Waffen- und Fähigkeitenschaden, +10% Schadensresistenz."
"state_desc_1123_1|state_desc_1140_1|state_desc_1192_1|state_desc_32296_1|state_desc_32342_1|state_desc_1202_1|state_desc_1333_1|state_desc_32480_1|state_desc_1384_1|state_desc_32691_1|state_desc_1588_1|state_desc_1722_1|state_desc_32695_1","Immune to All Damage","Immun gegen sämtlichen Schaden"
"state_desc_1124_1","Recharge 30% shield/armor when receiving damage","Stellt 30% Schild/Rüstung beim Erleiden von Schaden wieder her"
"state_desc_1125_1","+1% HP/s.","+1% HP/s"
"state_desc_1127_1","Decrease damage taken","Verringert den erlittenen Schaden"
